Name,Link,Family,Thickness(%),x-Location_of_Max_Thk(%),Camber(%),Data_Sources,Cl_Max,Cl/Cd_Max,Cd@Cl=0.1,Cd@Cl=0.4,Cd@Cl=0.6
MH 18 11.16%,"<a href=""http://www.bigfoil.com/index.php?airfoil=5741c145-2856-4183-9c35-0600214a093e"" target=""_blank"">MH 18 11.16%</a>",Hepperle,11.2,35.8,2.8,JF XF,1.04,157,0.004,0.003,0.004
MH 18B,"<a href=""http://www.bigfoil.com/index.php?airfoil=55e063f8-6358-46ba-8e68-04d94d429ed3"" target=""_blank"">MH 18B</a>",Hepperle,11.7,39.7,1.9,JF XF,1.02,146,0.003,0.004,0.004
MH 20 9.01%,"<a href=""http://www.bigfoil.com/index.php?airfoil=721e2a2b-8172-4d55-9766-2b0ee66c6e6e"" target=""_blank"">MH 20 9.01%</a>",Hepperle,9.0,31.9,2.0,JF XF,0.88,152,0.003,0.003,0.068
MH 200 12.97%,"<a href=""http://www.bigfoil.com/index.php?airfoil=3001b2ea-8b8c-4a73-87d4-f2d4af93bf08"" target=""_blank"">MH 200 12.97%</a>",Hepperle,13.0,37.7,2.1,JF XF,1.32,145,0.004,0.004,0.004
MH 201 13.08%,"<a href=""http://www.bigfoil.com/index.php?airfoil=e1977a0a-911f-4310-9f8a-e6336c34c156"" target=""_blank"">MH 201 13.08%</a>",Hepperle,13.1,35.8,2.6,JF XF,1.57,153,0.005,0.004,0.005
MH 22 7.2%,"<a href=""http://www.bigfoil.com/index.php?airfoil=74fcafd4-09c0-416e-b21f-84ca2c15b038"" target=""_blank"">MH 22 7.2%</a>",Hepperle,7.2,28.2,1.8,JF XF,0.78,149,0.003,0.076,0.076
MH 23 8%,"<a href=""http://www.bigfoil.com/index.php?airfoil=39bf4b63-2fb6-4fb8-aea7-cfe11ebdf350"" target=""_blank"">MH 23 8%</a>",Hepperle,8.0,35.8,1.3,JF XF,0.82,116,0.003,0.084,0.084
MH 24 9.01%,"<a href=""http://www.bigfoil.com/index.php?airfoil=0b2a2488-5882-466a-840e-72c8f5e73e89"" target=""_blank"">MH 24 9.01%</a>",Hepperle,9.0,37.7,1.3,JF XF,0.89,113,0.003,0.004,0.085
MH 25 9.98%,"<a href=""http://www.bigfoil.com/index.php?airfoil=6ce1282b-f355-4b3d-a67e-09b2dede4331"" target=""_blank"">MH 25 9.98%</a>",Hepperle,10.0,39.7,1.4,JF XF,0.95,91,0.004,0.006,0.087
MH 26 10.99%,"<a href=""http://www.bigfoil.com/index.php?airfoil=2fcf277e-b6c9-4263-808c-c8a9578df6e4"" target=""_blank"">MH 26 10.99%</a>",Hepperle,11.0,41.7,1.5,JF XF,0.99,131,0.004,0.005,0.089
MH 27 11.99%,"<a href=""http://www.bigfoil.com/index.php?airfoil=9d99009a-f0ad-4ed6-8b85-d9756874b63b"" target=""_blank"">MH 27 11.99%</a>",Hepperle,12.0,43.8,1.5,JF XF,1.04,156,0.004,0.004,0.095
MH 28,"<a href=""http://www.bigfoil.com/index.php?airfoil=eea970b4-900e-4965-9d51-664800a16c5b"" target=""_blank"">MH 28</a>",Hepperle,10.1,41.7,1.3,JF XF,0.95,101,0.004,0.005,0.094
MH 30 7.84%,"<a href=""http://www.bigfoil.com/index.php?airfoil=04d6ef07-f761-47fb-a1ae-1eae815bf92a"" target=""_blank"">MH 30 7.84%</a>",Hepperle,7.8,30.1,1.7,JF XF,0.93,150,0.004,0.004,0.081
MH 31,"<a href=""http://www.bigfoil.com/index.php?airfoil=8f582bd0-3fa5-47f9-92e0-fb90a7cbce6a"" target=""_blank"">MH 31</a>",Hepperle,8.0,26.5,1.2,JF XF,1.06,134,0.005,0.004,0.005
MH 32 8.7%,"<a href=""http://www.bigfoil.com/index.php?airfoil=ebdfe395-78d8-45b2-bd27-3245d9ec2839"" target=""_blank"">MH 32 8.7%</a>",Hepperle,8.7,30.1,2.4,JF WT XF,1.07,170,0.005,0.004,0.004
MH 33,"<a href=""http://www.bigfoil.com/index.php?airfoil=0e57ab43-5081-4a28-ad41-40fed93bb314"" target=""_blank"">MH 33</a>",Hepperle,7.3,30.1,1.0,JF XF,0.85,132,0.004,0.004,0.085
MH 34,"<a href=""http://www.bigfoil.com/index.php?airfoil=4352f9f8-e7dd-471e-9227-ab342e98042a"" target=""_blank"">MH 34</a>",Hepperle,8.5,31.9,1.1,JF XF,0.97,119,0.004,0.004,0.103
MH 38 9.68%,"<a href=""http://www.bigfoil.com/index.php?airfoil=c44e2284-7612-428d-9cb6-d878b7d4d144"" target=""_blank"">MH 38 9.68%</a>",Hepperle,9.7,30.1,4.0,JF XF,1.22,234,0.005,0.004,0.004
MH 42 8.94%,"<a href=""http://www.bigfoil.com/index.php?airfoil=9c3b373b-b0bc-4646-bae4-af9aa3d0dc7b"" target=""_blank"">MH 42 8.94%</a>",Hepperle,8.9,30.1,1.9,JF XF,1.00,159,0.004,0.004,0.089
MH 43 8.5%,"<a href=""http://www.bigfoil.com/index.php?airfoil=8d71427f-2c4f-4689-8875-4aa213115a47"" target=""_blank"">MH 43 8.5%</a>",Hepperle,8.5,30.1,1.7,JF XF,0.94,164,0.004,0.003,0.090
MH 44 9.66%,"<a href=""http://www.bigfoil.com/index.php?airfoil=0e3c53b0-d767-40fc-9bdf-ff11ee0615a8"" target=""_blank"">MH 44 9.66%</a>",Hepperle,9.7,28.2,1.6,JF XF,1.04,136,0.005,0.004,0.005
MH 45 9.85%,"<a href=""http://www.bigfoil.com/index.php?airfoil=0986814e-8b1b-4f54-9b4b-f5014943dfd6"" target=""_blank"">MH 45 9.85%</a>",Hepperle,9.9,26.5,1.7,JF WT XF,1.20,158,0.004,0.004,0.004
MH 46 9.1%,"<a href=""http://www.bigfoil.com/index.php?airfoil=149a2af6-3714-40e3-ab27-62eda42f52d3"" target=""_blank"">MH 46 9.1%</a>",Hepperle,9.1,28.2,1.5,JF XF,0.97,138,0.005,0.004,0.101
MH 49,"<a href=""http://www.bigfoil.com/index.php?airfoil=5270a08a-8682-4064-90ce-2cab1e4904c9"" target=""_blank"">MH 49</a>",Hepperle,10.5,30.1,0.8,JF XF,0.89,100,0.004,0.004,0.008
MH 50,"<a href=""http://www.bigfoil.com/index.php?airfoil=d21f4d4f-ffce-45cd-a4fb-22752c5c3544"" target=""_blank"">MH 50</a>",Hepperle,8.0,35.8,0.0,JF XF,0.77,70,0.007,0.011,0.091
MH 51,"<a href=""http://www.bigfoil.com/index.php?airfoil=609ebf9c-b1e0-4502-b4fa-60583bac643c"" target=""_blank"">MH 51</a>",Hepperle,8.0,30.1,0.4,JF XF,0.86,75,0.007,0.008,0.101
MH 52,"<a href=""http://www.bigfoil.com/index.php?airfoil=45ab219d-f0eb-4089-9124-1b04e01acf19"" target=""_blank"">MH 52</a>",Hepperle,9.0,35.8,0.0,JF XF,0.87,80,0.008,0.010,0.009
MH 53,"<a href=""http://www.bigfoil.com/index.php?airfoil=2e185bdb-c295-4996-bac2-97b2e52bdb53"" target=""_blank"">MH 53</a>",Hepperle,9.4,39.7,0.4,JF XF,0.71,73,0.007,0.082,0.082
MH 54,"<a href=""http://www.bigfoil.com/index.php?airfoil=a04135e9-c990-400f-89f2-505dd807325d"" target=""_blank"">MH 54</a>",Hepperle,8.0,35.8,0.6,JF XF,0.82,74,0.005,0.006,0.097
MH 60 10.08%,"<a href=""http://www.bigfoil.com/index.php?airfoil=422d72c0-4b5a-49b4-9bd3-c3966b5d2742"" target=""_blank"">MH 60 10.08%</a>",Hepperle,10.1,26.5,1.8,JF XF,1.18,159,0.004,0.004,0.004
MH 61 10.26%,"<a href=""http://www.bigfoil.com/index.php?airfoil=2ca99fe0-a637-4b3f-98e6-c79ca775e869"" target=""_blank"">MH 61 10.26%</a>",Hepperle,10.3,30.1,1.5,JF XF,0.91,148,0.004,0.004,0.065
MH 62 9.3%,"<a href=""http://www.bigfoil.com/index.php?airfoil=8e8232d2-3963-4654-bb68-af672b1750b7"" target=""_blank"">MH 62 9.3%</a>",Hepperle,9.3,26.5,1.6,JF XF,1.06,156,0.004,0.004,0.004
MH 64 8.59%,"<a href=""http://www.bigfoil.com/index.php?airfoil=f02f466e-84f0-4636-98e8-b880a633e689"" target=""_blank"">MH 64 8.59%</a>",Hepperle,8.6,26.5,1.5,JF XF,0.95,150,0.004,0.003,0.004
MH 70 11.08%,"<a href=""http://www.bigfoil.com/index.php?airfoil=b02cc83d-2481-41ce-b1b0-958b283f0c63"" target=""_blank"">MH 70 11.08%</a>",Hepperle,11.1,28.2,3.2,JF XF,1.48,187,0.005,0.005,0.005
MH 78 14.47%,"<a href=""http://www.bigfoil.com/index.php?airfoil=7bfe9d0f-4938-408d-a311-b6f78d213167"" target=""_blank"">MH 78 14.47%</a>",Hepperle,14.5,21.4,2.8,JF XF,1.74,162,0.005,0.005,0.005
MH 80 12.72%,"<a href=""http://www.bigfoil.com/index.php?airfoil=2b87dc97-6886-432d-8076-f79ec5f9fa1a"" target=""_blank"">MH 80 12.72%</a>",Hepperle,12.7,23.1,3.0,JF XF,1.87,184,0.005,0.004,0.005
MH 81 13%,"<a href=""http://www.bigfoil.com/index.php?airfoil=b4ab3d88-407e-4986-88d5-eabf411bdb8d"" target=""_blank"">MH 81 13%</a>",Hepperle,13.0,23.1,3.5,JF XF,2.17,189,0.006,0.004,0.005
MH 82 13.31%,"<a href=""http://www.bigfoil.com/index.php?airfoil=01f459aa-373e-4d9f-82a1-5aa171d6cae8"" target=""_blank"">MH 82 13.31%</a>",Hepperle,13.3,23.1,4.1,JF XF,2.29,186,0.006,0.004,0.005
MH 83 13.29%,"<a href=""http://www.bigfoil.com/index.php?airfoil=5930f559-47e9-464b-9958-1a29c11a28cc"" target=""_blank"">MH 83 13.29%</a>",Hepperle,13.3,21.4,5.2,JF XF,1.85,170,0.005,0.005,0.005
MH 84 13.69%,"<a href=""http://www.bigfoil.com/index.php?airfoil=2c4f42d6-7603-4b9b-b3a6-7558b6000a42"" target=""_blank"">MH 84 13.69%</a>",Hepperle,13.7,19.9,4.9,JF XF,2.54,126,0.006,0.007,0.007
MH 91 14.98%,"<a href=""http://www.bigfoil.com/index.php?airfoil=bd7761c3-85b2-4962-af28-474b1ee6adf7"" target=""_blank"">MH 91 14.98%</a>",Hepperle,15.0,28.2,1.7,JF XF,1.52,151,0.005,0.005,0.006
MH 92 15.49%,"<a href=""http://www.bigfoil.com/index.php?airfoil=ea111c59-2b45-4296-947a-68dfd75bc39a"" target=""_blank"">MH 92 15.49%</a>",Hepperle,15.5,28.2,1.7,JF XF,1.53,146,0.005,0.005,0.006
MH 93 15.98%,"<a href=""http://www.bigfoil.com/index.php?airfoil=a9d332e7-1c36-4446-9a28-f892bc3d0847"" target=""_blank"">MH 93 15.98%</a>",Hepperle,16.0,28.2,1.6,JF XF,1.55,139,0.006,0.006,0.006
MH 94 16.03%,"<a href=""http://www.bigfoil.com/index.php?airfoil=eaef1bea-8981-474a-ad0f-112ac59a3204"" target=""_blank"">MH 94 16.03%</a>",Hepperle,16.0,31.9,1.5,JF XF,1.85,134,0.007,0.008,0.009
MH 95 15.86%,"<a href=""http://www.bigfoil.com/index.php?airfoil=b65c6eb2-5a7a-4a06-a1b1-92bc0f7e025e"" target=""_blank"">MH 95 15.86%</a>",Hepperle,15.9,33.8,1.5,JF XF,1.80,158,0.004,0.005,0.005
MID 010,"<a href=""http://www.bigfoil.com/index.php?airfoil=e1caa355-2c01-465b-934a-fe3cb1bc7a78"" target=""_blank"">MID 010</a>",Midic,4.1,18.4,1.2,JF XF,0.72,65,0.006,0.081,0.081
MID 011-0,"<a href=""http://www.bigfoil.com/index.php?airfoil=dd17869d-e6b0-486f-a522-d0d99dfbeb8a"" target=""_blank"">MID 011-0</a>",Midic,2.1,18.4,0.0,JF XF,0.31,31,0.057,0.057,0.057
MID 011-3,"<a href=""http://www.bigfoil.com/index.php?airfoil=f4325b80-d3ad-4008-9190-19a7b4fad5d3"" target=""_blank"">MID 011-3</a>",Midic,2.1,18.4,3.0,JF XF,0.65,60,0.033,0.014,0.014
MID 011-4,"<a href=""http://www.bigfoil.com/index.php?airfoil=fea25210-18a9-470e-9f6c-0338c26704ca"" target=""_blank"">MID 011-4</a>",Midic,2.1,18.4,3.8,JF XF,0.75,68,0.034,0.014,0.014
MID 012,"<a href=""http://www.bigfoil.com/index.php?airfoil=2f73fd68-f296-4c2d-a5a7-0e1f506d095c"" target=""_blank"">MID 012</a>",Midic,2.4,21.4,3.8,JF XF,0.75,94,0.030,0.013,0.013
MID 012 ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=533fc117-8ad9-4b5b-80d2-05f8b165ebf9"" target=""_blank"">MID 012 root</a>",Midic,2.4,21.5,1.5,JF XF,0.72,143,0.041,0.014,0.014
MID 013,"<a href=""http://www.bigfoil.com/index.php?airfoil=ea3dc93e-75db-4a3f-8375-1375d2b24941"" target=""_blank"">MID 013</a>",Midic,2.3,21.4,5.0,JF XF,0.88,106,0.033,0.015,0.015
MID 015,"<a href=""http://www.bigfoil.com/index.php?airfoil=3480347e-522a-43d5-a012-698d51f529b2"" target=""_blank"">MID 015</a>",Midic,4.0,15.6,1.5,JF XF,0.72,49,0.011,0.084,0.084
MID 020,"<a href=""http://www.bigfoil.com/index.php?airfoil=a52a02b7-98a6-431f-a543-4dea815c17ac"" target=""_blank"">MID 020</a>",Midic,4.2,19.9,2.0,JF XF,0.75,72,0.007,0.065,0.065
MID 021,"<a href=""http://www.bigfoil.com/index.php?airfoil=9bb70272-c83a-4a9a-8186-f558d25fc1a1"" target=""_blank"">MID 021</a>",Midic,3.5,19.9,2.3,JF XF,0.60,52,0.010,0.053,0.053
MID 022,"<a href=""http://www.bigfoil.com/index.php?airfoil=e988c62d-cbd5-40cf-a6d4-0a74ee22aa04"" target=""_blank"">MID 022</a>",Midic,4.2,19.9,3.0,JF XF,0.84,57,0.011,0.010,0.064
MID 027,"<a href=""http://www.bigfoil.com/index.php?airfoil=fe7c17d6-a133-4ef5-b006-17fcc343953b"" target=""_blank"">MID 027</a>",Midic,5.1,21.5,2.5,JF XF,0.88,74,0.009,0.008,0.074
MID 101,"<a href=""http://www.bigfoil.com/index.php?airfoil=e8726821-ab7a-467a-b3f0-bd8ce986cdef"" target=""_blank"">MID 101</a>",Midic,7.7,19.9,4.5,JF XF,1.35,73,0.011,0.011,0.012
MID 101TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=6bb2e7b0-bb1d-4260-b049-b707ca2c70c7"" target=""_blank"">MID 101tip</a>",Midic,7.0,19.9,3.5,JF XF,1.22,71,0.012,0.011,0.012
MID 103,"<a href=""http://www.bigfoil.com/index.php?airfoil=6b528783-5a28-475a-95b5-455e03f8cfbc"" target=""_blank"">MID 103</a>",Midic,7.0,19.9,4.1,JF XF,1.30,88,0.010,0.010,0.010
MID 103 C3,"<a href=""http://www.bigfoil.com/index.php?airfoil=a8b1999a-2f72-4e12-ac37-6333047cb349"" target=""_blank"">MID 103 c3</a>",Midic,7.0,19.9,3.0,JF XF,1.16,82,0.010,0.010,0.011
MID 103B C45,"<a href=""http://www.bigfoil.com/index.php?airfoil=97192b9a-1343-415c-b082-02c90bd85e65"" target=""_blank"">MID 103b c45</a>",Midic,7.3,19.9,4.5,JF XF,1.38,89,0.010,0.010,0.011
MID 104,"<a href=""http://www.bigfoil.com/index.php?airfoil=649758a3-0673-4c70-9fc4-14f3763c7f9e"" target=""_blank"">MID 104</a>",Midic,7.7,21.5,4.5,JF XF,1.36,90,0.010,0.010,0.010
MID 105,"<a href=""http://www.bigfoil.com/index.php?airfoil=eefcf872-1cbf-4e14-880d-554d3fbf400b"" target=""_blank"">MID 105</a>",Midic,7.5,23.1,4.0,JF XF,1.30,89,0.011,0.011,0.011
MID 106,"<a href=""http://www.bigfoil.com/index.php?airfoil=0e1edd1e-0898-4037-9eff-93d4cb4f1589"" target=""_blank"">MID 106</a>",Midic,7.5,23.1,4.4,JF XF,0.52,65,0.009,0.009,0.009
MID 107,"<a href=""http://www.bigfoil.com/index.php?airfoil=5f7aae3b-08bc-46db-83a0-021a8ad27255"" target=""_blank"">MID 107</a>",Midic,10.0,26.5,4.0,JF XF,1.47,70,0.015,0.015,0.015
MID 108A,"<a href=""http://www.bigfoil.com/index.php?airfoil=8f2f1648-3e07-497f-a8ac-c7958d98ea60"" target=""_blank"">MID 108a</a>",Midic,8.5,26.5,3.5,JF XF,1.26,70,0.013,0.013,0.013
MID 108B,"<a href=""http://www.bigfoil.com/index.php?airfoil=bbeed7eb-881d-40ff-9536-b797366400f2"" target=""_blank"">MID 108b</a>",Midic,8.5,26.5,3.0,JF XF,1.13,66,0.013,0.013,0.013
MID 110,"<a href=""http://www.bigfoil.com/index.php?airfoil=c27f0f7d-93d6-4ac2-b380-fb3c84782c6c"" target=""_blank"">MID 110</a>",Midic,6.4,13.1,7.0,JF XF,1.80,86,0.051,0.042,0.022
MID 111,"<a href=""http://www.bigfoil.com/index.php?airfoil=c7356719-c585-4a84-a024-9fa26ba370ae"" target=""_blank"">MID 111</a>",Midic,6.0,14.3,6.9,JF XF,1.77,92,0.048,0.030,0.014
MID 112,"<a href=""http://www.bigfoil.com/index.php?airfoil=723d09bd-21eb-4611-aa77-e0760722d856"" target=""_blank"">MID 112</a>",Midic,6.6,15.6,6.9,JF XF,1.75,89,0.049,0.032,0.015
MID 113,"<a href=""http://www.bigfoil.com/index.php?airfoil=c370e366-ca78-4226-837f-f26ec53f5c9e"" target=""_blank"">MID 113</a>",Midic,6.1,15.6,5.4,JF XF,1.58,75,0.032,0.015,0.015
MID 114,"<a href=""http://www.bigfoil.com/index.php?airfoil=287983e6-85bd-4eeb-b763-175a09b405f0"" target=""_blank"">MID 114</a>",Midic,6.6,15.6,6.1,JF XF,1.67,76,0.045,0.016,0.016
MID 115,"<a href=""http://www.bigfoil.com/index.php?airfoil=c4293bd7-6ea7-4c7e-95ec-1d99c75a7129"" target=""_blank"">MID 115</a>",Midic,6.3,15.6,6.3,JF XF,1.67,83,0.045,0.015,0.015
MID 115-7,"<a href=""http://www.bigfoil.com/index.php?airfoil=057d63d5-08e1-4aee-a1d0-e8dd82779c78"" target=""_blank"">MID 115-7</a>",Midic,7.0,18.4,6.1,JF XF,1.61,83,0.046,0.015,0.015
MID 116,"<a href=""http://www.bigfoil.com/index.php?airfoil=9a55c867-0189-4ef2-8990-6fa8f4a4ebde"" target=""_blank"">MID 116</a>",Midic,6.6,14.3,5.6,JF XF,1.61,84,0.039,0.015,0.015
MID 117,"<a href=""http://www.bigfoil.com/index.php?airfoil=02c1b93a-0cb5-4e5e-819c-4cbaff727485"" target=""_blank"">MID 117</a>",Midic,7.7,18.4,4.9,JF XF,1.49,76,0.013,0.014,0.014
MID 118,"<a href=""http://www.bigfoil.com/index.php?airfoil=d6e5073c-185a-44c9-bc69-f12cbca2b885"" target=""_blank"">MID 118</a>",Midic,7.5,17.0,6.9,JF XF,1.77,75,0.051,0.017,0.017
MID 120,"<a href=""http://www.bigfoil.com/index.php?airfoil=2e8350bb-a027-4670-8c14-34ed96d54eab"" target=""_blank"">MID 120</a>",Midic,5.0,15.6,5.0,JF XF,1.38,85,0.035,0.012,0.012
MID 122,"<a href=""http://www.bigfoil.com/index.php?airfoil=26787ec8-2e88-4ab2-9510-482e20a6f3de"" target=""_blank"">MID 122</a>",Midic,5.0,15.6,6.0,JF XF,1.49,92,0.042,0.013,0.013
MID 151A,"<a href=""http://www.bigfoil.com/index.php?airfoil=a4ca667f-e2a5-414c-8b26-a6b3efe13321"" target=""_blank"">MID 151a</a>",Midic,7.0,19.9,5.0,JF XF,1.39,91,0.010,0.010,0.009
MID 151B,"<a href=""http://www.bigfoil.com/index.php?airfoil=f1643b68-a780-40fd-a180-5d7d96aa6f6e"" target=""_blank"">MID 151b</a>",Midic,7.0,19.9,5.5,JF XF,1.45,94,0.010,0.010,0.010
MID 151C,"<a href=""http://www.bigfoil.com/index.php?airfoil=f57990a5-d143-46b9-b8a8-de594961245b"" target=""_blank"">MID 151c</a>",Midic,7.0,19.9,6.0,JF XF,1.50,98,0.011,0.010,0.010
MID 153A,"<a href=""http://www.bigfoil.com/index.php?airfoil=7c590404-b394-4cc9-88f1-ad589bbf0e7c"" target=""_blank"">MID 153a</a>",Midic,6.3,19.9,5.0,JF XF,1.32,92,0.010,0.009,0.009
MID 153B,"<a href=""http://www.bigfoil.com/index.php?airfoil=56f95cff-c5f0-4966-89d3-9039fbd91741"" target=""_blank"">MID 153b</a>",Midic,6.3,19.9,5.5,JF XF,1.38,96,0.010,0.009,0.009
MID 153C,"<a href=""http://www.bigfoil.com/index.php?airfoil=5d42b31f-28eb-406c-9c1e-665680eec288"" target=""_blank"">MID 153c</a>",Midic,6.3,19.9,6.0,JF XF,1.43,101,0.018,0.009,0.009
MID 173C,"<a href=""http://www.bigfoil.com/index.php?airfoil=62776fbb-c3ce-42ed-aa6a-7976c2c19748"" target=""_blank"">MID 173c</a>",Midic,5.9,15.6,4.5,JF XF,1.62,73,0.055,0.016,0.019
MID 29,"<a href=""http://www.bigfoil.com/index.php?airfoil=b7385f26-4874-41fb-b747-db40267cbfc3"" target=""_blank"">MID 29</a>",Midic,8.6,26.5,2.5,JF XF,1.20,103,0.007,0.007,0.008
MID 304,"<a href=""http://www.bigfoil.com/index.php?airfoil=34319a93-b606-4910-8e34-c765ff502e6e"" target=""_blank"">MID 304</a>",Midic,7.0,24.7,2.1,JF XF,1.11,86,0.009,0.007,0.008
MID 309,"<a href=""http://www.bigfoil.com/index.php?airfoil=5e709a8b-9f03-4c4d-a3fe-eaec948ce698"" target=""_blank"">MID 309</a>",Midic,7.0,23.1,3.0,JF XF,1.21,129,0.007,0.006,0.005
MID 31,"<a href=""http://www.bigfoil.com/index.php?airfoil=b4a9d202-64ea-4129-b8e4-3dadafd3546a"" target=""_blank"">MID 31</a>",Midic,8.6,28.2,2.3,JF XF,1.08,99,0.007,0.007,0.008
MID 311,"<a href=""http://www.bigfoil.com/index.php?airfoil=370ee786-fea3-4a5b-ae31-ce366f822003"" target=""_blank"">MID 311</a>",Midic,5.0,19.9,2.9,JF XF,1.04,90,0.013,0.007,0.086
MID 32,"<a href=""http://www.bigfoil.com/index.php?airfoil=52699e4f-f6fb-45c7-b5d3-a4888a34ff6c"" target=""_blank"">MID 32</a>",Midic,7.7,26.5,2.3,JF XF,1.08,100,0.007,0.007,0.007
MID 321A,"<a href=""http://www.bigfoil.com/index.php?airfoil=9763366f-7f79-48fe-aab4-58700e78e1a5"" target=""_blank"">MID 321a</a>",Midic,9.0,30.1,3.2,JF XF,1.24,95,0.010,0.008,0.008
MID 321B,"<a href=""http://www.bigfoil.com/index.php?airfoil=70e09be8-e969-4a39-8805-2c5085b85f42"" target=""_blank"">MID 321b</a>",Midic,9.4,30.1,3.4,JF XF,1.29,96,0.010,0.009,0.008
MID 321C,"<a href=""http://www.bigfoil.com/index.php?airfoil=bafe0ede-ab63-455d-b09d-81850ca5832f"" target=""_blank"">MID 321c</a>",Midic,10.0,30.1,3.5,JF XF,1.35,96,0.010,0.009,0.009
MID 321D,"<a href=""http://www.bigfoil.com/index.php?airfoil=bbc01fc9-cb0e-45d1-b295-11ba045e7c0e"" target=""_blank"">MID 321d</a>",Midic,15.0,30.1,3.5,JF XF,1.74,104,0.012,0.011,0.012
MID 321E,"<a href=""http://www.bigfoil.com/index.php?airfoil=56747866-ac03-40bd-8d06-8ba97e6153dc"" target=""_blank"">MID 321e</a>",Midic,15.0,30.1,5.0,JF XF,1.88,110,0.013,0.012,0.012
MID 322,"<a href=""http://www.bigfoil.com/index.php?airfoil=251ab420-e245-459b-a94b-e9c4a982ffd3"" target=""_blank"">MID 322</a>",Midic,9.0,30.1,3.1,JF XF,1.28,99,0.009,0.007,0.008
MID 327 12%,"<a href=""http://www.bigfoil.com/index.php?airfoil=d9be4897-2a5d-4a95-92aa-efb36e67fec0"" target=""_blank"">MID 327 12%</a>",Midic,12.0,28.2,2.4,JF XF,1.41,106,0.008,0.008,0.008
MID 327 15%,"<a href=""http://www.bigfoil.com/index.php?airfoil=c40701aa-6698-4430-bd67-376e80dcd2aa"" target=""_blank"">MID 327 15%</a>",Midic,15.0,28.2,2.4,JF XF,1.64,115,0.009,0.009,0.009
MID 327 18%,"<a href=""http://www.bigfoil.com/index.php?airfoil=6bfdd68a-540e-442c-aada-8b27c7881475"" target=""_blank"">MID 327 18%</a>",Midic,18.0,28.2,2.4,JF XF,1.85,100,0.009,0.009,0.010
MID 327 9%,"<a href=""http://www.bigfoil.com/index.php?airfoil=090f6d18-89f7-44ec-8c5b-4a9fca628437"" target=""_blank"">MID 327 9%</a>",Midic,9.0,28.2,2.4,JF XF,1.18,106,0.007,0.007,0.007
MID 33,"<a href=""http://www.bigfoil.com/index.php?airfoil=bf3c6da7-2eb3-4f32-b5c7-7e978bb1d36d"" target=""_blank"">MID 33</a>",Midic,6.8,23.1,2.4,JF XF,1.07,103,0.007,0.007,0.007
MID 34,"<a href=""http://www.bigfoil.com/index.php?airfoil=e8f731f0-f3bd-4451-bba5-bc0664ded1fa"" target=""_blank"">MID 34</a>",Midic,6.2,21.4,2.4,JF XF,1.07,104,0.007,0.006,0.006
MID 343,"<a href=""http://www.bigfoil.com/index.php?airfoil=09a52afb-4cac-43b4-882a-bc3ae922f90e"" target=""_blank"">MID 343</a>",Midic,11.0,28.2,3.1,JF XF,1.59,106,0.009,0.008,0.009
MID 36,"<a href=""http://www.bigfoil.com/index.php?airfoil=a0ff1cc1-13a2-4056-8753-5e67490be7ba"" target=""_blank"">MID 36</a>",Midic,7.5,23.1,2.3,JF XF,1.15,101,0.008,0.007,0.007
MID 37,"<a href=""http://www.bigfoil.com/index.php?airfoil=c24844da-3b49-47dc-b68a-195db0d5569e"" target=""_blank"">MID 37</a>",Midic,6.9,23.1,2.3,JF XF,1.09,98,0.008,0.007,0.007
MID 371,"<a href=""http://www.bigfoil.com/index.php?airfoil=4258cb30-7425-492c-864d-92ed0587c228"" target=""_blank"">MID 371</a>",Midic,9.6,26.5,2.0,JF XF,1.08,111,0.006,0.005,0.006
MID 371AW,"<a href=""http://www.bigfoil.com/index.php?airfoil=bdd267d3-7f7f-4510-99a8-9a7f78181ade"" target=""_blank"">MID 371AW</a>",Midic,15.0,26.5,2.0,JF XF,1.47,115,0.007,0.007,0.007
MID 38,"<a href=""http://www.bigfoil.com/index.php?airfoil=ed5e789c-30e4-4f9f-8da8-cf09a79970e9"" target=""_blank"">MID 38</a>",Midic,6.5,23.1,2.1,JF XF,1.01,94,0.007,0.007,0.067
MID 39,"<a href=""http://www.bigfoil.com/index.php?airfoil=8cc0ab63-3ebc-47c7-88f1-dcd2204e1039"" target=""_blank"">MID 39</a>",Midic,6.0,23.1,1.9,JF XF,0.93,85,0.008,0.006,0.079
MID 393,"<a href=""http://www.bigfoil.com/index.php?airfoil=70982ccb-f95a-4d01-a4ce-696a6c5a18d8"" target=""_blank"">MID 393</a>",Midic,15.0,28.2,5.1,JF XF,2.10,142,0.010,0.010,0.010
MID 393 UL,"<a href=""http://www.bigfoil.com/index.php?airfoil=6d77e035-f052-4543-9c6c-2f5855a6bab4"" target=""_blank"">MID 393 UL</a>",Midic,15.0,28.2,2.6,JF XF,1.79,111,0.009,0.009,0.009
MID 403,"<a href=""http://www.bigfoil.com/index.php?airfoil=51b53611-8fff-4154-8f6f-90fcaeb95e74"" target=""_blank"">MID 403</a>",Midic,14.7,30.1,4.5,JF XF,1.89,167,0.008,0.007,0.008
MID 405E,"<a href=""http://www.bigfoil.com/index.php?airfoil=d1ff8d83-b119-46dc-9a77-7fd130f82812"" target=""_blank"">MID 405e</a>",Midic,12.5,30.1,7.0,JF XF,1.87,107,0.014,0.013,0.013
