,Name_big,Name_dat
2984,NACA65-111,NACA65-111.DAT
2985,NACA65-111 A=0.0,NACA65-111 a=0.0.DAT
2986,NACA65-111 A=0.2,NACA65-111 a=0.2.DAT
2987,NACA65-111 A=0.5,NACA65-111 a=0.5.DAT
2988,NACA65-111 A=0.6,NACA65-111 a=0.6.DAT
2989,NACA65-111 A=0.8,NACA65-111 a=0.8.DAT
2990,NACA65-112,NACA65-112.DAT
2991,NACA65-112 A=0.0,NACA65-112 a=0.0.DAT
2992,NACA65-112 A=0.2,NACA65-112 a=0.2.DAT
2993,NACA65-112 A=0.5,NACA65-112 a=0.5.DAT
2994,NACA65-112 A=0.6,NACA65-112 a=0.6.DAT
2995,NACA65-112 A=0.8,NACA65-112 a=0.8.DAT
2996,NACA65-113,NACA65-113.DAT
2997,NACA65-113 A=0.0,NACA65-113 a=0.0.DAT
2998,NACA65-113 A=0.2,NACA65-113 a=0.2.DAT
2999,NACA65-113 A=0.5,NACA65-113 a=0.5.DAT
3000,NACA65-113 A=0.6,NACA65-113 a=0.6.DAT
3001,NACA65-113 A=0.8,NACA65-113 a=0.8.DAT
3002,NACA65-114,NACA65-114.DAT
3003,NACA65-114 A=0.0,NACA65-114 a=0.0.DAT
3004,NACA65-114 A=0.2,NACA65-114 a=0.2.DAT
3005,NACA65-114 A=0.5,NACA65-114 a=0.5.DAT
3006,NACA65-114 A=0.6,NACA65-114 a=0.6.DAT
3007,NACA65-114 A=0.8,NACA65-114 a=0.8.DAT
3008,NACA65-115,NACA65-115.DAT
3009,NACA65-115 A=0.0,NACA65-115 a=0.0.DAT
3010,NACA65-115 A=0.2,NACA65-115 a=0.2.DAT
3011,NACA65-115 A=0.5,NACA65-115 a=0.5.DAT
3012,NACA65-115 A=0.6,NACA65-115 a=0.6.DAT
3013,NACA65-115 A=0.8,NACA65-115 a=0.8.DAT
3014,NACA65-116,NACA65-116.DAT
3015,NACA65-116 A=0.0,NACA65-116 a=0.0.DAT
3016,NACA65-116 A=0.2,NACA65-116 a=0.2.DAT
3017,NACA65-116 A=0.5,NACA65-116 a=0.5.DAT
3018,NACA65-116 A=0.6,NACA65-116 a=0.6.DAT
3019,NACA65-116 A=0.8,NACA65-116 a=0.8.DAT
3020,NACA65-117,NACA65-117.DAT
3021,NACA65-117 A=0.0,NACA65-117 a=0.0.DAT
3022,NACA65-117 A=0.2,NACA65-117 a=0.2.DAT
3023,NACA65-117 A=0.5,NACA65-117 a=0.5.DAT
3024,NACA65-117 A=0.6,NACA65-117 a=0.6.DAT
3025,NACA65-117 A=0.8,NACA65-117 a=0.8.DAT
3026,NACA65-118,NACA65-118.DAT
3027,NACA65-118 A=0.0,NACA65-118 a=0.0.DAT
3028,NACA65-118 A=0.2,NACA65-118 a=0.2.DAT
3029,NACA65-118 A=0.5,NACA65-118 a=0.5.DAT
3030,NACA65-118 A=0.6,NACA65-118 a=0.6.DAT
3031,NACA65-118 A=0.8,NACA65-118 a=0.8.DAT
3032,NACA65-119,NACA65-119.DAT
3033,NACA65-119 A=0.0,NACA65-119 a=0.0.DAT
3034,NACA65-119 A=0.2,NACA65-119 a=0.2.DAT
3035,NACA65-119 A=0.5,NACA65-119 a=0.5.DAT
3036,NACA65-119 A=0.6,NACA65-119 a=0.6.DAT
3037,NACA65-119 A=0.8,NACA65-119 a=0.8.DAT
3038,NACA65-120,NACA65-120.DAT
3039,NACA65-120 A=0.0,NACA65-120 a=0.0.DAT
3040,NACA65-120 A=0.2,NACA65-120 a=0.2.DAT
3041,NACA65-120 A=0.5,NACA65-120 a=0.5.DAT
3042,NACA65-120 A=0.6,NACA65-120 a=0.6.DAT
3043,NACA65-120 A=0.8,NACA65-120 a=0.8.DAT
3044,NACA65-209,NACA65-209.DAT
3045,NACA65-209 A=0.0,NACA65-209 a=0.0.DAT
3046,NACA65-209 A=0.2,NACA65-209 a=0.2.DAT
3047,NACA65-209 A=0.5,NACA65-209 a=0.5.DAT
3048,NACA65-209 A=0.6,NACA65-209 a=0.6.DAT
3049,NACA65-209 A=0.8,NACA65-209 a=0.8.DAT
3050,NACA65-210,NACA65-210.DAT
3051,NACA65-210 A=0.0,NACA65-210 a=0.0.DAT
3052,NACA65-210 A=0.2,NACA65-210 a=0.2.DAT
3053,NACA65-210 A=0.5,NACA65-210 a=0.5.DAT
3054,NACA65-210 A=0.6,NACA65-210 a=0.6.DAT
3055,NACA65-210 A=0.8,NACA65-210 a=0.8.DAT
3056,NACA65-211,NACA65-211.DAT
3057,NACA65-211 A=0.0,NACA65-211 a=0.0.DAT
3058,NACA65-211 A=0.2,NACA65-211 a=0.2.DAT
3059,NACA65-211 A=0.5,NACA65-211 a=0.5.DAT
3060,NACA65-211 A=0.6,NACA65-211 a=0.6.DAT
3061,NACA65-211 A=0.8,NACA65-211 a=0.8.DAT
3062,NACA65-212,NACA65-212.DAT
3063,NACA65-212 A=0.0,NACA65-212 a=0.0.DAT
3064,NACA65-212 A=0.2,NACA65-212 a=0.2.DAT
3065,NACA65-212 A=0.5,NACA65-212 a=0.5.DAT
3066,NACA65-212 A=0.6,NACA65-212 a=0.6.DAT
3067,NACA65-212 A=0.8,NACA65-212 a=0.8.DAT
3068,NACA65-213,NACA65-213.DAT
3069,NACA65-213 A=0.0,NACA65-213 a=0.0.DAT
3070,NACA65-213 A=0.2,NACA65-213 a=0.2.DAT
3071,NACA65-213 A=0.5,NACA65-213 a=0.5.DAT
3072,NACA65-213 A=0.6,NACA65-213 a=0.6.DAT
3073,NACA65-213 A=0.8,NACA65-213 a=0.8.DAT
3074,NACA65-214,NACA65-214.DAT
3075,NACA65-214 A=0.0,NACA65-214 a=0.0.DAT
3076,NACA65-214 A=0.2,NACA65-214 a=0.2.DAT
3077,NACA65-214 A=0.5,NACA65-214 a=0.5.DAT
3078,NACA65-214 A=0.6,NACA65-214 a=0.6.DAT
3079,NACA65-214 A=0.8,NACA65-214 a=0.8.DAT
3080,NACA65-215,NACA65-215.DAT
3081,NACA65-215 A=0.0,NACA65-215 a=0.0.DAT
3082,NACA65-215 A=0.2,NACA65-215 a=0.2.DAT
3083,NACA65-215 A=0.5,NACA65-215 a=0.5.DAT
3084,NACA65-215 A=0.6,NACA65-215 a=0.6.DAT
3085,NACA65-215 A=0.8,NACA65-215 a=0.8.DAT
3086,NACA65-216,NACA65-216.DAT
3087,NACA65-216 A=0.0,NACA65-216 a=0.0.DAT
3088,NACA65-216 A=0.2,NACA65-216 a=0.2.DAT
3089,NACA65-216 A=0.5,NACA65-216 a=0.5.DAT
3090,NACA65-216 A=0.6,NACA65-216 a=0.6.DAT
3091,NACA65-216 A=0.8,NACA65-216 a=0.8.DAT
3092,NACA65-217,NACA65-217.DAT
3093,NACA65-217 A=0.0,NACA65-217 a=0.0.DAT
3094,NACA65-217 A=0.2,NACA65-217 a=0.2.DAT
3095,NACA65-217 A=0.5,NACA65-217 a=0.5.DAT
3096,NACA65-217 A=0.6,NACA65-217 a=0.6.DAT
3097,NACA65-217 A=0.8,NACA65-217 a=0.8.DAT
3098,NACA65-218,NACA65-218.DAT
3099,NACA65-218 A=0.0,NACA65-218 a=0.0.DAT
3100,NACA65-218 A=0.2,NACA65-218 a=0.2.DAT
3101,NACA65-218 A=0.5,NACA65-218 a=0.5.DAT
3102,NACA65-218 A=0.6,NACA65-218 a=0.6.DAT
3103,NACA65-218 A=0.8,NACA65-218 a=0.8.DAT
3104,NACA65-219,NACA65-219.DAT
3105,NACA65-219 A=0.0,NACA65-219 a=0.0.DAT
3106,NACA65-219 A=0.2,NACA65-219 a=0.2.DAT
3107,NACA65-219 A=0.5,NACA65-219 a=0.5.DAT
3108,NACA65-219 A=0.6,NACA65-219 a=0.6.DAT
3109,NACA65-219 A=0.8,NACA65-219 a=0.8.DAT
3110,NACA65-220,NACA65-220.DAT
3111,NACA65-220 A=0.0,NACA65-220 a=0.0.DAT
3112,NACA65-220 A=0.2,NACA65-220 a=0.2.DAT
3113,NACA65-220 A=0.5,NACA65-220 a=0.5.DAT
3114,NACA65-220 A=0.6,NACA65-220 a=0.6.DAT
3115,NACA65-220 A=0.8,NACA65-220 a=0.8.DAT
3116,NACA65-221,NACA65-221.DAT
3117,NACA65-309,NACA65-309.DAT
3118,NACA65-309 A=0.0,NACA65-309 a=0.0.DAT
3119,NACA65-309 A=0.2,NACA65-309 a=0.2.DAT
3120,NACA65-309 A=0.5,NACA65-309 a=0.5.DAT
3121,NACA65-309 A=0.6,NACA65-309 a=0.6.DAT
3122,NACA65-309 A=0.8,NACA65-309 a=0.8.DAT
3123,NACA65-310,NACA65-310.DAT
3124,NACA65-310 A=0.0,NACA65-310 a=0.0.DAT
3125,NACA65-310 A=0.2,NACA65-310 a=0.2.DAT
3126,NACA65-310 A=0.5,NACA65-310 a=0.5.DAT
3127,NACA65-310 A=0.6,NACA65-310 a=0.6.DAT
3128,NACA65-310 A=0.8,NACA65-310 a=0.8.DAT
3129,NACA65-311,NACA65-311.DAT
3130,NACA65-311 A=0.0,NACA65-311 a=0.0.DAT
3131,NACA65-311 A=0.2,NACA65-311 a=0.2.DAT
3132,NACA65-311 A=0.5,NACA65-311 a=0.5.DAT
3133,NACA65-311 A=0.6,NACA65-311 a=0.6.DAT
3134,NACA65-311 A=0.8,NACA65-311 a=0.8.DAT
3135,NACA65-312,NACA65-312.DAT
3136,NACA65-312 A=0.0,NACA65-312 a=0.0.DAT
3137,NACA65-312 A=0.2,NACA65-312 a=0.2.DAT
3138,NACA65-312 A=0.5,NACA65-312 a=0.5.DAT
3139,NACA65-312 A=0.6,NACA65-312 a=0.6.DAT
3140,NACA65-312 A=0.8,NACA65-312 a=0.8.DAT
3141,NACA65-313,NACA65-313.DAT
3142,NACA65-313 A=0.0,NACA65-313 a=0.0.DAT
3143,NACA65-313 A=0.2,NACA65-313 a=0.2.DAT
3144,NACA65-313 A=0.5,NACA65-313 a=0.5.DAT
3145,NACA65-313 A=0.6,NACA65-313 a=0.6.DAT
3146,NACA65-313 A=0.8,NACA65-313 a=0.8.DAT
3147,NACA65-314,NACA65-314.DAT
3148,NACA65-314 A=0.0,NACA65-314 a=0.0.DAT
3149,NACA65-314 A=0.2,NACA65-314 a=0.2.DAT
3150,NACA65-314 A=0.5,NACA65-314 a=0.5.DAT
3151,NACA65-314 A=0.6,NACA65-314 a=0.6.DAT
3152,NACA65-314 A=0.8,NACA65-314 a=0.8.DAT
3153,NACA65-315,NACA65-315.DAT
3154,NACA65-315 A=0.0,NACA65-315 a=0.0.DAT
3155,NACA65-315 A=0.2,NACA65-315 a=0.2.DAT
3156,NACA65-315 A=0.5,NACA65-315 a=0.5.DAT
3157,NACA65-315 A=0.6,NACA65-315 a=0.6.DAT
3158,NACA65-315 A=0.8,NACA65-315 a=0.8.DAT
3159,NACA65-316,NACA65-316.DAT
3160,NACA65-316 A=0.0,NACA65-316 a=0.0.DAT
3161,NACA65-316 A=0.2,NACA65-316 a=0.2.DAT
3162,NACA65-316 A=0.5,NACA65-316 a=0.5.DAT
3163,NACA65-316 A=0.6,NACA65-316 a=0.6.DAT
3164,NACA65-316 A=0.8,NACA65-316 a=0.8.DAT
3165,NACA65-317,NACA65-317.DAT
3166,NACA65-317 A=0.0,NACA65-317 a=0.0.DAT
3167,NACA65-317 A=0.2,NACA65-317 a=0.2.DAT
3168,NACA65-317 A=0.5,NACA65-317 a=0.5.DAT
3169,NACA65-317 A=0.6,NACA65-317 a=0.6.DAT
3170,NACA65-317 A=0.8,NACA65-317 a=0.8.DAT
3171,NACA65-318,NACA65-318.DAT
3172,NACA65-318 A=0.0,NACA65-318 a=0.0.DAT
3173,NACA65-318 A=0.2,NACA65-318 a=0.2.DAT
3174,NACA65-318 A=0.5,NACA65-318 a=0.5.DAT
3175,NACA65-318 A=0.6,NACA65-318 a=0.6.DAT
3176,NACA65-318 A=0.8,NACA65-318 a=0.8.DAT
3177,NACA65-319,NACA65-319.DAT
3178,NACA65-319 A=0.0,NACA65-319 a=0.0.DAT
3179,NACA65-319 A=0.2,NACA65-319 a=0.2.DAT
3180,NACA65-319 A=0.5,NACA65-319 a=0.5.DAT
3181,NACA65-319 A=0.6,NACA65-319 a=0.6.DAT
3182,NACA65-319 A=0.8,NACA65-319 a=0.8.DAT
3183,NACA65-320,NACA65-320.DAT
3184,NACA65-320 A=0.0,NACA65-320 a=0.0.DAT
3185,NACA65-320 A=0.2,NACA65-320 a=0.2.DAT
3186,NACA65-320 A=0.5,NACA65-320 a=0.5.DAT
3187,NACA65-320 A=0.6,NACA65-320 a=0.6.DAT
3188,NACA65-320 A=0.8,NACA65-320 a=0.8.DAT
3189,NACA65-409,NACA65-409.DAT
3190,NACA65-409 A=0.0,NACA65-409 a=0.0.DAT
3191,NACA65-409 A=0.2,NACA65-409 a=0.2.DAT
3192,NACA65-409 A=0.5,NACA65-409 a=0.5.DAT
3193,NACA65-409 A=0.6,NACA65-409 a=0.6.DAT
3194,NACA65-409 A=0.8,NACA65-409 a=0.8.DAT
3195,NACA65-410,NACA65-410.DAT
3196,NACA65-410 A=0.0,NACA65-410 a=0.0.DAT
3197,NACA65-410 A=0.2,NACA65-410 a=0.2.DAT
3198,NACA65-410 A=0.5,NACA65-410 a=0.5.DAT
3199,NACA65-410 A=0.6,NACA65-410 a=0.6.DAT
3200,NACA65-410 A=0.8,NACA65-410 a=0.8.DAT
3201,NACA65-411,NACA65-411.DAT
3202,NACA65-411 A=0.0,NACA65-411 a=0.0.DAT
3203,NACA65-411 A=0.2,NACA65-411 a=0.2.DAT
3204,NACA65-411 A=0.5,NACA65-411 a=0.5.DAT
3205,NACA65-411 A=0.6,NACA65-411 a=0.6.DAT
3206,NACA65-411 A=0.8,NACA65-411 a=0.8.DAT
3207,NACA65-412,NACA65-412.DAT
3208,NACA65-412 A=0.0,NACA65-412 a=0.0.DAT
3209,NACA65-412 A=0.2,NACA65-412 a=0.2.DAT
3210,NACA65-412 A=0.5,NACA65-412 a=0.5.DAT
3211,NACA65-412 A=0.6,NACA65-412 a=0.6.DAT
3212,NACA65-412 A=0.8,NACA65-412 a=0.8.DAT
3213,NACA65-413,NACA65-413.DAT
3214,NACA65-413 A=0.0,NACA65-413 a=0.0.DAT
3215,NACA65-413 A=0.2,NACA65-413 a=0.2.DAT
3216,NACA65-413 A=0.5,NACA65-413 a=0.5.DAT
3217,NACA65-413 A=0.6,NACA65-413 a=0.6.DAT
3218,NACA65-413 A=0.8,NACA65-413 a=0.8.DAT
3219,NACA65-414,NACA65-414.DAT
3220,NACA65-414 A=0.0,NACA65-414 a=0.0.DAT
3221,NACA65-414 A=0.2,NACA65-414 a=0.2.DAT
3222,NACA65-414 A=0.5,NACA65-414 a=0.5.DAT
3223,NACA65-414 A=0.6,NACA65-414 a=0.6.DAT
3224,NACA65-414 A=0.8,NACA65-414 a=0.8.DAT
3225,NACA65-415,NACA65-415.DAT
3226,NACA65-415 A=0.0,NACA65-415 a=0.0.DAT
3227,NACA65-415 A=0.2,NACA65-415 a=0.2.DAT
3228,NACA65-415 A=0.5,NACA65-415 a=0.5.DAT
3229,NACA65-415 A=0.6,NACA65-415 a=0.6.DAT
3230,NACA65-415 A=0.8,NACA65-415 a=0.8.DAT
3231,NACA65-416,NACA65-416.DAT
3232,NACA65-416 A=0.0,NACA65-416 a=0.0.DAT
3233,NACA65-416 A=0.2,NACA65-416 a=0.2.DAT
3234,NACA65-416 A=0.5,NACA65-416 a=0.5.DAT
3235,NACA65-416 A=0.6,NACA65-416 a=0.6.DAT
3236,NACA65-416 A=0.8,NACA65-416 a=0.8.DAT
3237,NACA65-417,NACA65-417.DAT
3238,NACA65-417 A=0.0,NACA65-417 a=0.0.DAT
3239,NACA65-417 A=0.2,NACA65-417 a=0.2.DAT
3240,NACA65-417 A=0.5,NACA65-417 a=0.5.DAT
3241,NACA65-417 A=0.6,NACA65-417 a=0.6.DAT
3242,NACA65-417 A=0.8,NACA65-417 a=0.8.DAT
3243,NACA65-418,NACA65-418.DAT
3244,NACA65-418 A=0.0,NACA65-418 a=0.0.DAT
3245,NACA65-418 A=0.2,NACA65-418 a=0.2.DAT
3246,NACA65-418 A=0.5,NACA65-418 a=0.5.DAT
3247,NACA65-418 A=0.6,NACA65-418 a=0.6.DAT
3248,NACA65-418 A=0.8,NACA65-418 a=0.8.DAT
3249,NACA65-419,NACA65-419.DAT
3250,NACA65-419 A=0.0,NACA65-419 a=0.0.DAT
3251,NACA65-419 A=0.2,NACA65-419 a=0.2.DAT
3252,NACA65-419 A=0.5,NACA65-419 a=0.5.DAT
3253,NACA65-419 A=0.6,NACA65-419 a=0.6.DAT
3254,NACA65-419 A=0.8,NACA65-419 a=0.8.DAT
3255,NACA65-420,NACA65-420.DAT
3256,NACA65-420 A=0.0,NACA65-420 a=0.0.DAT
3257,NACA65-420 A=0.2,NACA65-420 a=0.2.DAT
3258,NACA65-420 A=0.5,NACA65-420 a=0.5.DAT
3259,NACA65-420 A=0.6,NACA65-420 a=0.6.DAT
3260,NACA65-420 A=0.8,NACA65-420 a=0.8.DAT
3261,NACA65-421,NACA65-421.DAT
3262,NACA65-421 A=0.5,NACA65-421 a=0.5.DAT
3263,NACA65-509,NACA65-509.DAT
3264,NACA65-509 A=0.0,NACA65-509 a=0.0.DAT
3265,NACA65-509 A=0.2,NACA65-509 a=0.2.DAT
3266,NACA65-509 A=0.5,NACA65-509 a=0.5.DAT
3267,NACA65-509 A=0.6,NACA65-509 a=0.6.DAT
3268,NACA65-509 A=0.8,NACA65-509 a=0.8.DAT
3269,NACA65-510,NACA65-510.DAT
3270,NACA65-510 A=0.0,NACA65-510 a=0.0.DAT
3271,NACA65-510 A=0.2,NACA65-510 a=0.2.DAT
3272,NACA65-510 A=0.5,NACA65-510 a=0.5.DAT
3273,NACA65-510 A=0.6,NACA65-510 a=0.6.DAT
3274,NACA65-510 A=0.8,NACA65-510 a=0.8.DAT
3275,NACA65-511,NACA65-511.DAT
3276,NACA65-511 A=0.0,NACA65-511 a=0.0.DAT
3277,NACA65-511 A=0.2,NACA65-511 a=0.2.DAT
3278,NACA65-511 A=0.5,NACA65-511 a=0.5.DAT
3279,NACA65-511 A=0.6,NACA65-511 a=0.6.DAT
3280,NACA65-511 A=0.8,NACA65-511 a=0.8.DAT
3281,NACA65-512,NACA65-512.DAT
3282,NACA65-512 A=0.0,NACA65-512 a=0.0.DAT
3283,NACA65-512 A=0.2,NACA65-512 a=0.2.DAT
3284,NACA65-512 A=0.5,NACA65-512 a=0.5.DAT
3285,NACA65-512 A=0.6,NACA65-512 a=0.6.DAT
3286,NACA65-512 A=0.8,NACA65-512 a=0.8.DAT
3287,NACA65-513,NACA65-513.DAT
3288,NACA65-513 A=0.0,NACA65-513 a=0.0.DAT
3289,NACA65-513 A=0.2,NACA65-513 a=0.2.DAT
3290,NACA65-513 A=0.5,NACA65-513 a=0.5.DAT
3291,NACA65-513 A=0.6,NACA65-513 a=0.6.DAT
3292,NACA65-513 A=0.8,NACA65-513 a=0.8.DAT
3293,NACA65-514,NACA65-514.DAT
3294,NACA65-514 A=0.0,NACA65-514 a=0.0.DAT
3295,NACA65-514 A=0.2,NACA65-514 a=0.2.DAT
3296,NACA65-514 A=0.5,NACA65-514 a=0.5.DAT
3297,NACA65-514 A=0.6,NACA65-514 a=0.6.DAT
3298,NACA65-514 A=0.8,NACA65-514 a=0.8.DAT
3299,NACA65-515,NACA65-515.DAT
3300,NACA65-515 A=0.0,NACA65-515 a=0.0.DAT
3301,NACA65-515 A=0.2,NACA65-515 a=0.2.DAT
3302,NACA65-515 A=0.5,NACA65-515 a=0.5.DAT
3303,NACA65-515 A=0.6,NACA65-515 a=0.6.DAT
3304,NACA65-515 A=0.8,NACA65-515 a=0.8.DAT
3305,NACA65-516,NACA65-516.DAT
3306,NACA65-516 A=0.0,NACA65-516 a=0.0.DAT
3307,NACA65-516 A=0.2,NACA65-516 a=0.2.DAT
3308,NACA65-516 A=0.5,NACA65-516 a=0.5.DAT
3309,NACA65-516 A=0.6,NACA65-516 a=0.6.DAT
3310,NACA65-516 A=0.8,NACA65-516 a=0.8.DAT
3311,NACA65-517,NACA65-517.DAT
3312,NACA65-517 A=0.0,NACA65-517 a=0.0.DAT
3313,NACA65-517 A=0.2,NACA65-517 a=0.2.DAT
3314,NACA65-517 A=0.5,NACA65-517 a=0.5.DAT
3315,NACA65-517 A=0.6,NACA65-517 a=0.6.DAT
3316,NACA65-517 A=0.8,NACA65-517 a=0.8.DAT
3317,NACA65-518,NACA65-518.DAT
3318,NACA65-518 A=0.0,NACA65-518 a=0.0.DAT
3319,NACA65-518 A=0.2,NACA65-518 a=0.2.DAT
3320,NACA65-518 A=0.5,NACA65-518 a=0.5.DAT
3321,NACA65-518 A=0.6,NACA65-518 a=0.6.DAT
3322,NACA65-518 A=0.8,NACA65-518 a=0.8.DAT
3323,NACA65-519,NACA65-519.DAT
3324,NACA65-519 A=0.0,NACA65-519 a=0.0.DAT
3325,NACA65-519 A=0.2,NACA65-519 a=0.2.DAT
3326,NACA65-519 A=0.5,NACA65-519 a=0.5.DAT
3327,NACA65-519 A=0.6,NACA65-519 a=0.6.DAT
3328,NACA65-519 A=0.8,NACA65-519 a=0.8.DAT
3329,NACA65-520,NACA65-520.DAT
3330,NACA65-520 A=0.0,NACA65-520 a=0.0.DAT
3331,NACA65-520 A=0.2,NACA65-520 a=0.2.DAT
3332,NACA65-520 A=0.5,NACA65-520 a=0.5.DAT
3333,NACA65-520 A=0.6,NACA65-520 a=0.6.DAT
3334,NACA65-520 A=0.8,NACA65-520 a=0.8.DAT
3335,NACA65-609,NACA65-609.DAT
3336,NACA65-609 A=0.0,NACA65-609 a=0.0.DAT
3337,NACA65-609 A=0.2,NACA65-609 a=0.2.DAT
3338,NACA65-609 A=0.5,NACA65-609 a=0.5.DAT
3339,NACA65-609 A=0.6,NACA65-609 a=0.6.DAT
3340,NACA65-609 A=0.8,NACA65-609 a=0.8.DAT
3341,NACA65-610,NACA65-610.DAT
3342,NACA65-610 A=0.0,NACA65-610 a=0.0.DAT
3343,NACA65-610 A=0.2,NACA65-610 a=0.2.DAT
3344,NACA65-610 A=0.5,NACA65-610 a=0.5.DAT
3345,NACA65-610 A=0.6,NACA65-610 a=0.6.DAT
3346,NACA65-610 A=0.8,NACA65-610 a=0.8.DAT
3347,NACA65-611,NACA65-611.DAT
3348,NACA65-611 A=0.0,NACA65-611 a=0.0.DAT
3349,NACA65-611 A=0.2,NACA65-611 a=0.2.DAT
3350,NACA65-611 A=0.5,NACA65-611 a=0.5.DAT
3351,NACA65-611 A=0.6,NACA65-611 a=0.6.DAT
3352,NACA65-611 A=0.8,NACA65-611 a=0.8.DAT
3353,NACA65-612,NACA65-612.DAT
3354,NACA65-612 A=0.0,NACA65-612 a=0.0.DAT
3355,NACA65-612 A=0.2,NACA65-612 a=0.2.DAT
3356,NACA65-612 A=0.5,NACA65-612 a=0.5.DAT
3357,NACA65-612 A=0.6,NACA65-612 a=0.6.DAT
3358,NACA65-612 A=0.8,NACA65-612 a=0.8.DAT
3359,NACA65-613,NACA65-613.DAT
3360,NACA65-613 A=0.0,NACA65-613 a=0.0.DAT
3361,NACA65-613 A=0.2,NACA65-613 a=0.2.DAT
3362,NACA65-613 A=0.5,NACA65-613 a=0.5.DAT
3363,NACA65-613 A=0.6,NACA65-613 a=0.6.DAT
3364,NACA65-613 A=0.8,NACA65-613 a=0.8.DAT
3365,NACA65-614,NACA65-614.DAT
3366,NACA65-614 A=0.0,NACA65-614 a=0.0.DAT
3367,NACA65-614 A=0.2,NACA65-614 a=0.2.DAT
3368,NACA65-614 A=0.5,NACA65-614 a=0.5.DAT
3369,NACA65-614 A=0.6,NACA65-614 a=0.6.DAT
3370,NACA65-614 A=0.8,NACA65-614 a=0.8.DAT
3371,NACA65-615,NACA65-615.DAT
3372,NACA65-615 A=0.0,NACA65-615 a=0.0.DAT
3373,NACA65-615 A=0.2,NACA65-615 a=0.2.DAT
3374,NACA65-615 A=0.5,NACA65-615 a=0.5.DAT
3375,NACA65-615 A=0.6,NACA65-615 a=0.6.DAT
3376,NACA65-615 A=0.8,NACA65-615 a=0.8.DAT
3377,NACA65-616,NACA65-616.DAT
3378,NACA65-616 A=0.0,NACA65-616 a=0.0.DAT
3379,NACA65-616 A=0.2,NACA65-616 a=0.2.DAT
3380,NACA65-616 A=0.5,NACA65-616 a=0.5.DAT
3381,NACA65-616 A=0.6,NACA65-616 a=0.6.DAT
3382,NACA65-616 A=0.8,NACA65-616 a=0.8.DAT
3383,NACA65-617,NACA65-617.DAT
3384,NACA65-617 A=0.0,NACA65-617 a=0.0.DAT
3385,NACA65-617 A=0.2,NACA65-617 a=0.2.DAT
3386,NACA65-617 A=0.5,NACA65-617 a=0.5.DAT
3387,NACA65-617 A=0.6,NACA65-617 a=0.6.DAT
3388,NACA65-617 A=0.8,NACA65-617 a=0.8.DAT
3389,NACA65-618,NACA65-618.DAT
3390,NACA65-618 A=0.0,NACA65-618 a=0.0.DAT
3391,NACA65-618 A=0.2,NACA65-618 a=0.2.DAT
3392,NACA65-618 A=0.5,NACA65-618 a=0.5.DAT
3393,NACA65-618 A=0.6,NACA65-618 a=0.6.DAT
3394,NACA65-618 A=0.8,NACA65-618 a=0.8.DAT
3395,NACA65-619,NACA65-619.DAT
3396,NACA65-619 A=0.0,NACA65-619 a=0.0.DAT
3397,NACA65-619 A=0.2,NACA65-619 a=0.2.DAT
3398,NACA65-619 A=0.5,NACA65-619 a=0.5.DAT
3399,NACA65-619 A=0.6,NACA65-619 a=0.6.DAT
3400,NACA65-619 A=0.8,NACA65-619 a=0.8.DAT
3401,NACA65-620,NACA65-620.DAT
3402,NACA65-620 A=0.0,NACA65-620 a=0.0.DAT
3403,NACA65-620 A=0.2,NACA65-620 a=0.2.DAT
3404,NACA65-620 A=0.5,NACA65-620 a=0.5.DAT
3405,NACA65-620 A=0.6,NACA65-620 a=0.6.DAT
3406,NACA65-620 A=0.8,NACA65-620 a=0.8.DAT
3407,NACA65-709,NACA65-709.DAT
3408,NACA65-709 A=0.0,NACA65-709 a=0.0.DAT
3409,NACA65-709 A=0.2,NACA65-709 a=0.2.DAT
3410,NACA65-709 A=0.5,NACA65-709 a=0.5.DAT
3411,NACA65-709 A=0.6,NACA65-709 a=0.6.DAT
3412,NACA65-709 A=0.8,NACA65-709 a=0.8.DAT
3413,NACA65-710,NACA65-710.DAT
3414,NACA65-710 A=0.0,NACA65-710 a=0.0.DAT
3415,NACA65-710 A=0.2,NACA65-710 a=0.2.DAT
3416,NACA65-710 A=0.5,NACA65-710 a=0.5.DAT
3417,NACA65-710 A=0.6,NACA65-710 a=0.6.DAT
3418,NACA65-710 A=0.8,NACA65-710 a=0.8.DAT
3419,NACA65-711,NACA65-711.DAT
3420,NACA65-711 A=0.0,NACA65-711 a=0.0.DAT
3421,NACA65-711 A=0.2,NACA65-711 a=0.2.DAT
3422,NACA65-711 A=0.5,NACA65-711 a=0.5.DAT
3423,NACA65-711 A=0.6,NACA65-711 a=0.6.DAT
3424,NACA65-711 A=0.8,NACA65-711 a=0.8.DAT
3425,NACA65-712,NACA65-712.DAT
3426,NACA65-712 A=0.0,NACA65-712 a=0.0.DAT
3427,NACA65-712 A=0.2,NACA65-712 a=0.2.DAT
3428,NACA65-712 A=0.5,NACA65-712 a=0.5.DAT
3429,NACA65-712 A=0.6,NACA65-712 a=0.6.DAT
3430,NACA65-712 A=0.8,NACA65-712 a=0.8.DAT
3431,NACA65-713,NACA65-713.DAT
3432,NACA65-713 A=0.0,NACA65-713 a=0.0.DAT
3433,NACA65-713 A=0.2,NACA65-713 a=0.2.DAT
3434,NACA65-713 A=0.5,NACA65-713 a=0.5.DAT
